"date","survey_type","observers","daily_sheet","run","bay","direction_travel","dist_travel_m","run_time_sec","vessel_speed_mps","current_speed_mps","time_block","set_start","set_end","NEW_set_start","NEW_set_end","run_time","shift_seg","trap_type","depth_ft","mod_stat","sockeye_smolt_total","sockeye_smolt_release","sockeye_fry_total","sockeye_fry_release","comments_tally","USID","env_index","RPM","time","wx_description","cc_perc","brightness","precipitation","surface_chop","water_temp_C","air_temp_C","water_clarity_in","debris","flow_in","flow_out","flow_ms","flow_diff","comments_env","discharge_m3s","run_time_min","vt_net_type","species_ID_field","life_stage_field","ID","DNA_vial","fork_mm","size_class_mm","weight_g","AFC","histo_sample","histo_jar","spag_tag","comments_bio","Verified","fish_ID_DNA","GSI_submitted","reason_not_submitted","GSI_processed","reason_not_processed","GSI_received","reason_not_received","species_ID_DNA","ID_error","ID_current_20180327","tally_df_adj","fish_ID_DNA2","CU1_number","CU1_name","CU1_prob","CU2_number","CU2_name","CU2_prob","CU3_number","CU3_name","CU3_prob","CU4_number","CU4_name","CU4_prob","CU5_number","CU5_name","CU5_prob","fish_ID_test1","fish_ID_test2","CU_assgn1_60","CU_diff_assgn1_2","CU_diff_assgn1_2_20","CU_rule","CU_assigned","CU_chilko_combo_prob","CU_chilko_combo_method","CU_chilko_gr_th_60","CU_final","UFID"
2017-05-15,"8 Hrs","GB/CK/KL/SC/SK",1,"R13","B6","DS",455,939,-0.485,1.485,"10:00-10:59",1031,1046,"10:31","10:46","0:15",1,"Vertical",6,"Modified",0,0,0,0,"","20170515-R13-B6-Vertical-6","20170515-R13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-15,"8 Hrs","GB/CK/KL/SC/SK",1,"R13","B6","DS",455,939,-0.485,1.485,"10:00-10:59",1031,1046,"10:31","10:46","0:15",1,"Vertical",0,"Modified",NA,NA,NA,NA,"","20170515-R13-B6-Vertical-0","20170515-R13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-15,"8 Hrs","GB/CK/KL/SC/SK",1,"R14","B11","US",115,932,0.123,0.877,"10:00-10:59",1052,1107,"10:52","11:07","0:15",1,"Vertical",6,"Modified",0,0,0,0,"","20170515-R14-B11-Vertical-6","20170515-R14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-15,"8 Hrs","GB/CK/KL/SC/SK",1,"R14","B11","US",115,932,0.123,0.877,"10:00-10:59",1052,1107,"10:52","11:07","0:15",1,"Vertical",0,"Modified",NA,NA,NA,NA,"","20170515-R14-B11-Vertical-0","20170515-R14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-15,"8 Hrs","GB/CK/KL/SC/SK",1,"R15","B2","US",341,896,0.381,0.619,"11:00-11:59",1114,1129,"11:14","11:29","0:15",1,"Vertical",12,"Modified",0,0,0,0,"","20170515-R15-B2-Vertical-12","20170515-R15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-15,"8 Hrs","GB/CK/KL/SC/SK",1,"R15","B2","US",341,896,0.381,0.619,"11:00-11:59",1114,1129,"11:14","11:29","0:15",1,"Vertical",0,"Modified",0,0,0,0,"","20170515-R15-B2-Vertical-0","20170515-R15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-15,"8 Hrs","GB/CK/KL/SC/SK",1,"R16","B6","DS",477,990,-0.482,1.482,"11:00-11:59",1138,1153,"11:38","11:53","0:15",1,"Vertical",12,"Modified",0,0,0,0,"","20170515-R16-B6-Vertical-12","20170515-R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-15,"8 Hrs","GB/CK/KL/SC/SK",1,"R16","B6","DS",477,990,-0.482,1.482,"11:00-11:59",1138,1153,"11:38","11:53","0:15",1,"Vertical",0,"Modified",0,0,0,0,"","20170515-R16-B6-Vertical-0","20170515-R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-15,"8 Hrs","GB/CK/KL/SC/SK",1,"R17","B11","US",112,920,0.122,0.878,"11:00-11:59",1155,1210,"11:55","12:10","0:15",1,"Vertical",12,"Modified",0,0,0,0,"","20170515-R17-B11-Vertical-12","20170515-R17","NR",1200,"Moderate rain","100%","Medium","Medium","C/L","9","10","7.5","M","158781","161002","0.995","-0.99","",5245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-15,"8 Hrs","GB/CK/KL/SC/SK",1,"R17","B11","US",112,920,0.122,0.878,"11:00-11:59",1155,1210,"11:55","12:10","0:15",1,"Vertical",0,"Modified",0,0,0,0,"","20170515-R17-B11-Vertical-0","20170515-R17","NR",1200,"Moderate rain","100%","Medium","Medium","C/L","9","10","7.5","M","158781","161002","0.995","-0.99","",5245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-15,"8 Hrs","GB/CK/KL/SC/SK",1,"R18","B2","US",302,913,0.331,0.669,"12:00-12:59",1215,1230,"12:15","12:30","0:15",1,"Vertical",6,"Modified",0,0,0,0,"","20170515-R18-B2-Vertical-6","20170515-R18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-15,"8 Hrs","GB/CK/KL/SC/SK",1,"R18","B2","US",302,913,0.331,0.669,"12:00-12:59",1215,1230,"12:15","12:30","0:15",1,"Vertical",0,"Modified",NA,NA,NA,NA,"","20170515-R18-B2-Vertical-0","20170515-R18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-15,"8 Hrs","GB/CK/KL/SC/SK",1,"R19","B6","DS",461,991,-0.465,1.465,"12:00-12:59",1235,1250,"12:35","12:50","0:15",1,"Vertical",6,"Modified",0,0,0,0,"","20170515-R19-B6-Vertical-6","20170515-R19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-15,"8 Hrs","GB/CK/KL/SC/SK",1,"R19","B6","DS",461,991,-0.465,1.465,"12:00-12:59",1235,1250,"12:35","12:50","0:15",1,"Vertical",0,"Modified",NA,NA,NA,NA,"","20170515-R19-B6-Vertical-0","20170515-R19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-15,"8 Hrs","GB/CK/KL/SC/SK",1,"R20","B11","US",131,736,0.178,0.822,"12:00-12:59",1255,1310,"12:55","13:10","0:15",1,"Vertical",6,"Modified",0,0,0,0,"","20170515-R20-B11-Vertical-6","20170515-R20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-15,"8 Hrs","GB/CK/KL/SC/SK",1,"R20","B11","US",131,736,0.178,0.822,"12:00-12:59",1255,1310,"12:55","13:10","0:15",1,"Vertical",0,"Modified",NA,NA,NA,NA,"","20170515-R20-B11-Vertical-0","20170515-R20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-15,"8 Hrs","GB/CK/KL/SC/SK",1,"R21","B2","US",209,376,0.556,0.444,"13:00-13:59",1314,1329,"13:14","13:29","0:15",1,"Vertical",12,"Modified",NA,NA,NA,NA,"Cancelled run - vertical trap hit bottom - replace shear pin + cleaned modified nets of clay/mud","20170515-R21-B2-Vertical-12","20170515-R21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-15,"8 Hrs","GB/CK/KL/SC/SK",1,"R21","B2","US",209,376,0.556,0.444,"13:00-13:59",1314,1329,"13:14","13:29","0:15",1,"Vertical",0,"Modified",NA,NA,NA,NA,"Cancelled run - vertical trap hit bottom - replace shear pin + cleaned modified nets of clay/mud","20170515-R21-B2-Vertical-0","20170515-R21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-16,"8 Hrs","SK/LK/CK/KL",1,"R1","B2","US",278,853,0.326,0.674,"06:00-06:59",628,643,"6:28","6:43","0:15",1,"RST",0,"n/a",0,0,0,0,"5 CN fry samples taken - RST","20170516-R1-B2-RST-0","20170516-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-16,"8 Hrs","SK/LK/CK/KL",1,"R2","B6","DS",501,820,-0.611,1.611,"06:00-06:59",647,702,"6:47","7:02","0:15",1,"RST",0,"n/a",2,0,0,0,"6 CN fry samples taken - RST","20170516-R2-B6-RST-0","20170516-R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",2307,2307,101,"100-104",NA,"N","Y",9,3067,"","YES","2307","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",2307,19,"Shuswap (ES)",0.91,23,"Taseko (ES)",0.03,17,"Quesnel (S)",0.03,4,"Chilko (S)",0.02,21,"Takla-Trembleur (EStu)",0,NA,NA,"Yes","0.88","Yes","60 Trigger","Shuswap (ES)",NA,NA,NA,"Shuswap (ES)","2017-2307"
2017-05-16,"8 Hrs","SK/LK/CK/KL",1,"R2","B6","DS",501,820,-0.611,1.611,"06:00-06:59",647,702,"6:47","7:02","0:15",1,"RST",0,"n/a",2,0,0,0,"6 CN fry samples taken - RST","20170516-R2-B6-RST-0","20170516-R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",2308,2308,96,"95-99",NA,"N","Y",9,3068,"","YES","2308","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",2308,4,"Chilko (S)",0.91,3,"Chilko (ES)",0.05,17,"Quesnel (S)",0.02,20,"Shuswap Complex (L)",0.01,11,"Kamloops (S)",0.01,NA,NA,"Yes","0.86","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-2308"
2017-05-16,"8 Hrs","SK/LK/CK/KL",1,"R3","B11","US",182,936,0.194,0.806,"07:00-07:59",705,720,"7:05","7:20","0:15",1,"RST",0,"n/a",0,0,0,0,"11 CN fry samples taken - RST / 2 CN fry released - RST","20170516-R3-B11-RST-0","20170516-R3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-16,"8 Hrs","SK/LK/CK/KL",1,"R4","B2","US",187,716,0.261,0.739,"07:00-07:59",724,739,"7:24","7:39","0:15",1,"RST",0,"n/a",0,0,0,0,"1 unknown species / 3 CN fry samples taken - RST","20170516-R4-B2-RST-0","20170516-R4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-16,"8 Hrs","SK/LK/CK/KL",1,"R5","B6","DS",507,907,-0.559,1.559,"07:00-07:59",745,800,"7:45","8:00","0:15",1,"RST",0,"n/a",1,0,1,0,"7 CN fry samples taken - RST / 1st Sockeye fry sampled","20170516-R5-B6-RST-0","20170516-R5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",2309,2309,94,"90-94",NA,"N","Y",9,3069,"","YES","2309","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",2309,19,"Shuswap (ES)",0.63,4,"Chilko (S)",0.19,3,"Chilko (ES)",0.16,17,"Quesnel (S)",0.01,20,"Shuswap Complex (L)",0,NA,NA,"Yes","0.44","Yes","60 Trigger","Shuswap (ES)",NA,NA,NA,"Shuswap (ES)","2017-2309"
2017-05-16,"8 Hrs","SK/LK/CK/KL",1,"R6","B11","DS",78,963,-0.081,1.081,"08:00-08:59",804,819,"8:04","8:19","0:15",1,"RST",0,"n/a",0,0,0,0,"4 CN fry samples taken - RST","20170516-R6-B11-RST-0","20170516-R6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-16,"8 Hrs","SK/LK/CK/KL",1,"R7","B2","US",222,922,0.241,0.759,"08:00-08:59",827,842,"8:27","8:42","0:15",1,"RST",0,"n/a",0,0,0,0,"1 CN Smolt escaped - Vertical (6ft) No Sample","20170516-R7-B2-RST-0","20170516-R7","1200",832,"O.C. - light showers","100%","Medium","None","NR","9","9","7","M","161004","163262","1.011","-1.01","",5980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-16,"8 Hrs","SK/LK/CK/KL",1,"R8","B6","DS",437,970,-0.451,1.451,"08:00-08:59",846,901,"8:46","9:01","0:15",1,"RST",0,"n/a",0,0,0,0,"10 CN fry samples taken - RST / 1 CN fry released - RST","20170516-R8-B6-RST-0","20170516-R8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-16,"8 Hrs","SK/LK/CK/KL",1,"R9","B11","US",345,964,0.358,0.642,"09:00-09:59",905,920,"9:05","9:20","0:15",1,"RST",0,"n/a",0,0,0,0,"10 CN fry samples taken - RST / 41 CN fry released - RST","20170516-R9-B11-RST-0","20170516-R9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-16,"8 Hrs","SK/LK/CK/KL",1,"R10","B2","US",170,969,0.175,0.825,"09:00-09:59",927,942,"9:27","9:42","0:15",1,"RST",0,"n/a",0,0,0,0,"5 CN fry samples taken - RST","20170516-R10-B2-RST-0","20170516-R10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-16,"8 Hrs","SK/LK/CK/KL",1,"R11","B6","DS",483,914,-0.528,1.528,"09:00-09:59",947,1002,"9:47","10:02","0:15",1,"RST",0,"n/a",1,0,0,0,"6 CN fry samples taken - RST","20170516-R11-B6-RST-0","20170516-R11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",2310,2310,109,"105-109",NA,"N","Y",9,3070,"Copepods on gills","YES","2310","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",2310,13,"Nadina-Francois (ES)",0.63,4,"Chilko (S)",0.16,22,"Takla-Trembleur-Stuart (S)",0.15,21,"Takla-Trembleur (EStu)",0.05,7,"Francois-Fraser (S)",0.01,NA,NA,"Yes","0.47","Yes","60 Trigger","Nadina-Francois (ES)",NA,NA,NA,"Nadina-Francois (ES)","2017-2310"
2017-05-16,"8 Hrs","SK/LK/CK/KL",1,"R12","B11","US",59,943,0.063,0.937,"10:00-10:59",1005,1020,"10:05","10:20","0:15",1,"RST",0,"n/a",0,0,0,0,"10 CN fry samples taken - RST / 12 CN fry released - RST","20170516-R12-B11-RST-0","20170516-R12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-16,"8 Hrs","SK/LK/CK/KL",1,"R13","B2","US",215,804,0.267,0.733,"10:00-10:59",1028,1043,"10:28","10:43","0:15",1,"RST",0,"n/a",1,0,0,0,"3 CN fry samples taken - RST","20170516-R13-B2-RST-0","20170516-R13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",2311,2311,84,"80-84",NA,"N","Y",9,3071,"","YES","2311","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",2311,17,"Quesnel (S)",1,4,"Chilko (S)",0,3,"Chilko (ES)",0,7,"Francois-Fraser (S)",0,NA,"",NA,NA,NA,"Yes","1","Yes","60 Trigger","Quesnel (S)",NA,NA,NA,"Quesnel (S)","2017-2311"
2017-05-16,"8 Hrs","SK/LK/CK/KL",1,"R14","B6","DS",461,1060,-0.435,1.435,"10:00-10:59",1050,1105,"10:50","11:05","0:15",1,"RST",0,"n/a",0,0,0,0,"3 CN fry samples taken - RST","20170516-R14-B6-RST-0","20170516-R14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-16,"8 Hrs","SK/LK/CK/KL",1,"R15","B11","US",308,854,0.361,0.639,"11:00-11:59",1107,1122,"11:07","11:22","0:15",1,"RST",0,"n/a",0,0,0,0,"10 CN fry samples taken - RST / 10 CN fry released - RST","20170516-R15-B11-RST-0","20170516-R15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-16,"8 Hrs","SK/LK/CK/KL",1,"R16","B2","US",110,911,0.121,0.879,"11:00-11:59",1130,1145,"11:30","11:45","0:15",1,"RST",0,"n/a",1,0,0,0,"","20170516-R16-B2-RST-0","20170516-R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",2312,2312,84,"80-84",NA,"N","Y",9,3072,"","YES","2312","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",2312,4,"Chilko (S)",0.95,17,"Quesnel (S)",0.04,3,"Chilko (ES)",0.01,7,"Francois-Fraser (S)",0,NA,"",NA,NA,NA,"Yes","0.91","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-2312"
2017-05-16,"8 Hrs","SK/LK/CK/KL",1,"R17","B6","DS",584,911,-0.641,1.641,"11:00-11:59",1150,1205,"11:50","12:05","0:15",1,"RST",0,"n/a",0,0,0,0,"4 CN fry samples taken - RST","20170516-R17-B6-RST-0","20170516-R17","1200",1156,"O.C.","100%","Medium","None","L","9","12","7","M","163262","165432","0.972","-0.97","Foam and debris in Bay 3-7",5980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
